internal_id, planet_name                  , star_name                  , num_stars, num_planets, num_moons, is_circumbinary, discovery_method             , discovery_year, discovery_locale, discovery_facility                            , discovery_telescope                                        , discovery_instrument                      , orbital_period       , orbit_radius    , radius_earth, mass_earth   , planet_density, eccentricity, insolation_flux, planet_temp, has_transit_variations, spectral_type   , star_temp, star_radius, star_mass, star_metallicity, star_luminosity, star_gravity, star_age, ra_deg     , dec_deg    , distance_pc  , star_brightness
          1, 11 Com b                     , 11 Com                     ,         2,           1,         0,               0, Radial Velocity              ,           2007, Ground          , Xinglong Station                              , 2.16 m Telescope                                           , Coude Echelle Spectrograph                ,       323.21000000000,     1.1780000000,  12.20000000, 4914.89848585,      14.900000,     0.238000,                ,            ,                      0, G8 III          ,   4874.00,   13.760000,  2.090000, -0.2600         , 1.97823        ,     2.450000,         , 185.1787793, 17.7932516 ,   93.18460000,       4.4403800
          2, 11 UMi b                     , 11 UMi                     ,         1,           1,         0,               0, Radial Velocity              ,           2009, Ground          , Thueringer Landessternwarte Tautenburg        , 2.0 m Alfred Jensch Telescope                              , Coude Echelle Spectrograph                ,       516.21997000000,     1.5300000000,  12.30000000, 4684.81420000,      13.800000,     0.080000,                ,            ,                      0, K4 III          ,   4213.00,   29.790000,  2.780000, -0.0200         , 2.42951        ,     1.930000,   1.5600, 229.2745954, 71.8239428 ,  125.32100000,       4.5621600
          3, 14 And b                     , 14 And                     ,         1,           1,         0,               0, Radial Velocity              ,           2008, Ground          , Okayama Astrophysical Observatory             , 1.88 m Telescope                                           , HIDES Echelle Spectrograph                ,       186.76000000000,     0.7750000000,  13.10000000, 1131.15130051,       2.760000,     0.000000,                ,            ,                      0, K0 III          ,   4888.00,   11.550000,  1.780000, -0.2100         , 1.83992        ,     2.550000,   4.5000, 352.8241500, 39.2358367 ,   75.43920000,       4.9178100
          4, 14 Her b                     , 14 Her                     ,         1,           2,         0,               0, Radial Velocity              ,           2002, Ground          , W. M. Keck Observatory                        , 10 m Keck I Telescope                                      , HIRES Spectrometer                        ,      1766.41000000000,     2.8390000000,  12.50000000, 2828.67282230,       7.960000,     0.368300,                ,            ,                      0, K0              ,   5338.00,    0.930000,  0.970000, 0.4300          , -0.15273       ,     4.450000,   4.6000, 242.6021014, 43.8163621 ,   17.93230000,       6.3830000
          5, 16 Cyg B b                   , 16 Cyg B                   ,         3,           1,         0,               0, Radial Velocity              ,           1996, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,       798.50000000000,     1.6600000000,  13.50000000,  565.73740000,       1.260000,     0.680000,                ,            ,                      0, G3 V            ,   5750.00,    1.130000,  1.080000, 0.0600          , 0.09729        ,     4.360000,   7.4000, 295.4656422, 50.5168243 ,   21.13970000,       6.0642800
          6, 17 Sco b                     , 17 Sco                     ,         1,           1,         0,               0, Radial Velocity              ,           2020, Ground          , Lick Observatory                              , Coude Auxiliary Telescope                                  , Hamilton Echelle Spectrograph             ,       578.38000000000,     1.4500000000,  12.90000000, 1373.01871824,       3.510000,     0.060000,                ,            ,                      0, K3 III          ,   4157.00,   25.920000,  1.220000, -0.0100         , 2.25435        ,     1.700000,   5.1300, 243.4620874, -11.8377905,  124.95300000,       4.7542900
          7, 18 Del b                     , 18 Del                     ,         2,           1,         0,               0, Radial Velocity              ,           2008, Ground          , Okayama Astrophysical Observatory             , 1.88 m Telescope                                           , HIDES Echelle Spectrograph                ,       982.85000000000,     2.4760000000,  12.50000000, 2926.24614325,       8.230000,     0.024000,                ,            ,                      0, G6 III          ,   4980.00,    8.800000,  2.100000, -0.0600         , 1.63367        ,     2.870000,   1.1000, 314.6078375, 10.8391378 ,   76.22200000,       5.2747600
          8, 1RXS J160929.1-210524 b      , 1RXS J160929.1-210524      ,         1,           1,         0,               0, Imaging                      ,           2008, Ground          , Gemini Observatory                            , 8.19 m Gemini North Telescope                              , NIRI Camera                               ,                      ,   330.0000000000,  18.64700000, 3000.00000000,       2.540000,             ,                ,     1700.00,                      0, K7 V            ,   4060.00,    1.313160,  0.850000,                 , -0.37000       ,     3.995920,   0.0050, 242.3762343, -21.0831403,  139.13500000,      12.0572000
          9, 24 Boo b                     , 24 Boo                     ,         1,           1,         0,               0, Radial Velocity              ,           2018, Ground          , Okayama Astrophysical Observatory             , 1.88 m Telescope                                           , HIDES Echelle Spectrograph                ,        30.33000000000,     0.1940000000,  13.90000000,  280.64248338,       0.574000,     0.032000,                ,            ,                      0, G3 IV           ,   4816.00,   12.190000,  1.050000, -0.7800         , 1.87691        ,     2.280000,   6.9200, 217.1555242, 49.8446488 ,   95.98630000,       5.3339000
         10, 24 Sex b                     , 24 Sex                     ,         1,           2,         0,               0, Radial Velocity              ,           2010, Ground          , Lick Observatory                              , 3.0 m C. Donald Shane Telescope                            , Hamilton Echelle Spectrograph             ,       452.80000000000,     1.3330000000,  13.40000000,  632.46000000,       1.440000,     0.090000,                ,            ,                      0, K0 IV           ,   5098.00,    4.900000,  1.540000, -0.0300         , 1.16400        ,     3.500000,   2.7000, 155.8684866, -0.9023998 ,   72.06910000,       6.2037400
         11, 24 Sex c                     , 24 Sex                     ,         1,           2,         0,               0, Radial Velocity              ,           2010, Ground          , Lick Observatory                              , 3.0 m C. Donald Shane Telescope                            , Hamilton Echelle Spectrograph             ,       883.00000000000,     2.0800000000,  13.90000000,  273.32000000,       0.559000,     0.290000,                ,            ,                      0, K0 IV           ,   5098.00,    4.900000,  1.540000, -0.0300         , 1.16400        ,     3.500000,   2.7000, 155.8684866, -0.9023998 ,   72.06910000,       6.2037400
         12, 2M0437 b                     , 2MASS J04372171+2651014    ,         1,           1,         0,               0, Imaging                      ,           2021, Ground          , Subaru Telescope                              , 8.2 m Subaru Telescope                                     , Infrared Camera and Spectrograph (IRCS)   ,                      ,   118.0000000000,  13.00000000, 1271.31362800,       3.180000,             ,                ,     1450.00,                      0, M V             ,   3100.00,    0.840000,  0.170000, 0.0100          , -1.16368       ,     4.500000,   0.0025,  69.3405531, 26.8502997 ,  128.48400000,      14.3374000
         13, 2MASS J01033563-5515561 AB b , 2MASS J01033563-5515561 A  ,         2,           1,         0,               1, Imaging                      ,           2013, Ground          , Paranal Observatory                           , 8.2 m ESO VLT UT4 Yepun Telescope                          , NACO Camera                               ,                      ,    84.0000000000,  12.30000000, 4131.79000000,      12.200000,             ,                ,            ,                      0, M5.5/M6         ,          ,            ,  0.190000,                 ,                ,             ,   0.0300,  15.8992489, -55.2658291,   47.20000000,        
         14, 2MASS J01225093-2439505 b    , 2MASS J01225093-2439505    ,         1,           1,         0,               0, Imaging                      ,           2013, Ground          , W. M. Keck Observatory                        , 10 m Keck II Telescope                                     , NIRC2 Camera                              ,                      ,    52.0000000000,  11.20900000, 7786.50000000,      30.400000,             ,                ,     1600.00,                      0, M3.5 V          ,   3530.00,    0.366450,  0.400000,                 , -1.72000       ,     4.858040,   0.1200,  20.7128012, -24.6646128,   33.82810000,      12.9025000
         15, 2MASS J02192210-3925225 b    , 2MASS J02192210-3925225    ,         1,           1,         0,               0, Imaging                      ,           2015, Ground          , Cerro Tololo Inter-American Observatory       , 1.5 m CTIO Telescope                                       , SIMON Near-Infrared Spectroimager         ,                      ,   156.0000000000,  16.14096000, 4417.83700000,       5.770000,             ,                ,            ,                      0, M6              ,   3064.00,    0.281000,  0.108000,                 , -2.23000       ,     4.590000,   0.0350,  34.8427046, -39.4230767,   40.08964117,      15.0123000
         16, 2MASS J0249-0557 c           , 2MASS J0249-0557 A         ,         2,           1,         0,               1, Imaging                      ,           2018, Ground          , Mauna Kea Observatory                         , 3.58 m Canada-France-Hawaii Telescope (CFHT)               , WIRCam                                    ,                      ,  1950.0000000000,  12.40000000, 3686.80952120,      10.600000,             ,                ,            ,                      0, M6 V            ,   2859.00,    0.315959,  0.046000,                 , -2.59000       ,     4.908490,   0.0220,  42.4851627, -5.9599921 ,   66.06130000,      15.6894000
         17, 2MASS J03590986+2009361 b    , 2MASS J03590986+2009361    ,         1,           1,         0,               0, Imaging                      ,           2024, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,                      ,   572.0000000000,  12.20000000, 5720.91132600,      17.300000,             ,                ,     2369.00,                      0,                 ,   2943.00,    0.289776,  0.264996,                 , -2.24602       ,     4.937180,         ,  59.7911026, 20.1599759 ,  117.43500000,      16.9967000
         18, 2MASS J04414489+2301513 b    , 2MASS J04414489+2301513    ,         1,           1,         0,               0, Imaging                      ,           2010, Space           , Hubble Space Telescope                        , 2.4 m Hubble Space Telescope                               , WFPC2 Camera                              ,                      ,    15.0000000000,  12.60000000, 2383.60000000,       6.550000,             ,                ,            ,                      0, M8.5            ,   2936.00,    0.231916,  0.019000,                 , -2.44363       ,     5.011810,   0.0010,  70.4371079, 23.0308544 ,  120.42398696,      18.9668000
         19, 2MASS J11011926-7732383 b    , 2MASS J11011926-7732383    ,         1,           1,         0,               0, Imaging                      ,           2024, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,                      ,   266.0000000000,  11.90000000, 8899.19539600,      29.000000,             ,                ,     2677.00,                      0,                 ,          ,            ,          ,                 ,                ,             ,         , 165.3295388, -77.5440912,              ,      18.3299000
         20, 2MASS J11550485-7919108 b    , 2MASS J11550485-7919108    ,         1,           1,         0,               0, Imaging                      ,           2024, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,                      ,   587.0000000000,  12.10000000, 6356.56814000,      19.700000,             ,                ,     2506.00,                      0,                 ,   3021.00,    0.600455,  0.588460,                 , -1.56774       ,     4.650820,         , 178.7691634, -79.3197558,  100.86200000,      14.8180000
         21, 2MASS J12073346-3932539 b    , 2MASS J12073346-3932539    ,         1,           1,         0,               0, Imaging                      ,           2004, Ground          , Paranal Observatory                           , 8.2 m ESO VLT UT4 Yepun Telescope                          , NACO Camera                               ,                      ,    46.0000000000,  15.69257298, 1652.70771640,       2.350000,             ,                ,     1163.00,                      0, M8              ,   2825.00,    0.218870,  0.188001,                 , -2.56086       ,     5.031860,   0.0100, 181.8890906, -39.5484399,   64.30800000,      17.4076000
         22, 2MASS J19383260+4603591 b    , 2MASS J19383260+4603591    ,         2,           3,         0,               1, Eclipse Timing Variations    ,           2015, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       406.00000000000,     0.9200000000,  13.40000000,  603.87700000,       1.380000,     0.330000,                ,            ,                      0,                 ,  29564.00,    0.203000,  0.480000, -0.0920         , 1.45000        ,     5.508000,         , 294.6359173, 46.0664076 ,  396.33200000,      12.1376000
         23, 2MASS J21252752-8138278 b    , 2MASS J21252752-8138278    ,         1,           1,         0,               0, Imaging                      ,           2024, Space           , European Space Agency (ESA) Gaia Satellite    , 1.45 m x 0.5 m Telescope                                   , Gaia CCD array                            ,                      ,  7493.0000000000,  12.40000000, 3813.94088400,      11.000000,             ,                ,     1616.00,                      0,                 ,   3592.00,    0.672832,  0.643977,                 , -1.16815       ,     4.591120,         , 321.3662989, -81.6414894,   34.11540000,      10.8133000
         24, 2MASS J22362452+4751425 b    , 2MASS J22362452+4751425    ,         1,           1,         0,               0, Imaging                      ,           2016, Ground          , W. M. Keck Observatory                        , 10 m Keck II Telescope                                     , NIRC2 Camera                              ,                      ,   230.0000000000,  12.30000000, 3972.87500000,      11.700000,             ,                ,            ,                      0, K7 V            ,   4045.00,    0.641152,  0.600000,                 , -1.02143       ,     4.623490,   0.1200, 339.1025931, 47.8616830 ,   69.57370000,      11.9484000
         25, 2MASS J22501512+2325342 b    , 2MASS J22501512+2325342    ,         1,           1,         0,               0, Imaging                      ,           2018, Ground          , The 2 (Two) Micron All Sky Survey (2MASS)     , Fred Lawrence Whipple Observatory                          , 2MASS Camera                              ,                      ,   518.0000000000,  11.90000000, 9534.85221000,      31.100000,             ,                ,     1600.00,                      0, M3              ,   3352.00,    0.437589,  0.433173,                 , -1.66196       ,     4.792600,   0.1500, 342.5634097, 23.4259058 ,   57.23090000,      13.5759000
         26, 4 UMa b                      , 4 UMa                      ,         1,           1,         0,               0, Radial Velocity              ,           2006, Ground          , Thueringer Landessternwarte Tautenburg        , 2.0 m Alfred Jensch Telescope                              , Coude Echelle Spectrograph                ,       270.27000000000,     0.8770000000,  12.60000000, 2511.48007211,       6.900000,     0.453000,                ,            ,                      0, K1 III          ,   4415.00,   18.110000,  1.234000, -0.2500         , 2.06236        ,     1.800000,   4.6040, 130.0528099, 64.3280504 ,   73.46030000,       4.2377300
         27, 47 UMa b                     , 47 UMa                     ,         1,           3,         0,               0, Radial Velocity              ,           1996, Ground          , Lick Observatory                              , 3.0 m C. Donald Shane Telescope                            , Hamilton Echelle Spectrograph             ,      1078.00000000000,     2.1000000000,  13.20000000,  804.08000000,       1.920000,     0.032000,                ,            ,                      0, G0V             ,   5872.00,    1.213340,  1.060000, 0.0400          , 0.19780        ,     4.295410,   6.4800, 164.8647611, 40.4304931 ,   13.79670000,       4.8783700
         28, 47 UMa c                     , 47 UMa                     ,         1,           3,         0,               0, Radial Velocity              ,           2001, Ground          , Lick Observatory                              , 3.0 m C. Donald Shane Telescope                            , Hamilton Echelle Spectrograph             ,      2391.00000000000,     3.6000000000,  14.20000000,  171.62100000,       0.329000,     0.098000,                ,            ,                      0, G0V             ,   5872.00,    1.213340,  1.060000, 0.0400          , 0.19780        ,     4.295410,   6.4800, 164.8647611, 40.4304931 ,   13.79670000,       4.8783700
         29, 47 UMa d                     , 47 UMa                     ,         1,           3,         0,               0, Radial Velocity              ,           2009, Ground          , Lick Observatory                              , 3.0 m C. Donald Shane Telescope                            , Hamilton Echelle Spectrograph             ,     14002.00000000000,    11.6000000000,  13.50000000,  521.22000000,       1.160000,     0.160000,                ,            ,                      0, G0V             ,   5872.00,    1.213340,  1.060000, 0.0400          , 0.19780        ,     4.295410,   6.4800, 164.8647611, 40.4304931 ,   13.79670000,       4.8783700
         30, 51 Eri b                     , 51 Eri                     ,         3,           1,         0,               0, Imaging                      ,           2015, Ground          , Gemini Observatory                            , 8.19 m Gemini South Telescope                              , Gemini Planet Imager                      ,      9100.00000000000,    10.4000000000,             , 3464.32963630,               ,     0.570000,                ,      807.00,                      0, F0 IV           ,   7422.00,    1.450000,  1.750000, 0.1300          , 0.75740        ,     4.310780,   0.0232,  69.4007424, -2.4738245 ,   29.75750000,       5.1580600
         31, 51 Peg b                     , 51 Peg                     ,         1,           1,         0,               0, Radial Velocity              ,           1995, Ground          , Haute-Provence Observatory                    , 1.93 m Telescope                                           , ELODIE Spectrograph                       ,         4.23078500000,     0.0527000000,  14.30000000,  146.20180000,       0.275000,     0.013000,                ,            ,                      0, G5V             ,   5758.00,    1.175610,  1.030000, 0.1800          , 0.13631        ,     4.310380,  10.0000, 344.3675399, 20.7690958 ,   15.46140000,       5.2864700
         32, 55 Cnc B b                   , 55 Cnc B                   ,         2,           7,         0,               0, Radial Velocity              ,           2025, Ground          , Mauna Kea Observatory                         , 3.58 m Canada-France-Hawaii Telescope (CFHT)               , SPIRou                                    ,         6.79940000000,     0.0440000000,   1.69000000,    3.50000000,       3.980000,     0.000000,                ,            ,                      0, M4.5 V          ,   3286.00,    0.274000,  0.260000, 0.1600          , -2.10811       ,     4.860000,  10.0000, 133.1679080, 28.3152863 ,   12.47730000,      11.6798000
         33, 55 Cnc B c                   , 55 Cnc B                   ,         2,           7,         0,               0, Radial Velocity              ,           2025, Ground          , Mauna Kea Observatory                         , 3.58 m Canada-France-Hawaii Telescope (CFHT)               , SPIRou                                    ,        33.74700000000,     0.1300000000,   2.16000000,    5.30000000,       2.890000,     0.000000,                ,            ,                      0, M4.5 V          ,   3286.00,    0.274000,  0.260000, 0.1600          , -2.10811       ,     4.860000,  10.0000, 133.1679080, 28.3152863 ,   12.47730000,      11.6798000
         34, 55 Cnc b                     , 55 Cnc                     ,         2,           7,         0,               0, Radial Velocity              ,           1996, Ground          , Lick Observatory                              , 3.0 m C. Donald Shane Telescope                            , Hamilton Echelle Spectrograph             ,        14.65155200000,     0.1180000000,  13.90000000,  263.97850000,       0.540000,     0.002900,                ,      700.00,                      0, G8 V            ,   5198.00,    0.980000,  1.015000, 0.3900          , -0.19695       ,     4.300000,  10.0000, 133.1468373, 28.3298154 ,   12.58550000,       5.7297300
         35, 55 Cnc c                     , 55 Cnc                     ,         2,           7,         0,               0, Radial Velocity              ,           2004, Ground          , McDonald Observatory                          , 9.2 m Hobby-Eberly Telescope                               , High Resolution Spectrograph              ,        44.39360000000,     0.2470000000,   8.51000000,   54.47380000,       0.486000,     0.088000,                ,            ,                      0, G8 V            ,   5198.00,    0.980000,  1.015000, 0.3900          , -0.19695       ,     4.300000,  10.0000, 133.1468373, 28.3298154 ,   12.58550000,       5.7297300
         36, 55 Cnc d                     , 55 Cnc                     ,         2,           7,         0,               0, Radial Velocity              ,           2002, Ground          , Lick Observatory                              , 3.0 m C. Donald Shane Telescope                            , Hamilton Echelle Spectrograph             ,      4799.00000000000,     5.6000000000,  13.00000000, 1232.49300000,       3.080000,     0.091300,                ,            ,                      0, G8 V            ,   5198.00,    0.980000,  1.015000, 0.3900          , -0.19695       ,     4.300000,  10.0000, 133.1468373, 28.3298154 ,   12.58550000,       5.7297300
         37, 55 Cnc e                     , 55 Cnc                     ,         2,           7,         0,               0, Radial Velocity              ,           2004, Ground          , McDonald Observatory                          , 9.2 m Hobby-Eberly Telescope                               , High Resolution Spectrograph              ,         0.73654740000,     0.0154400000,   1.87500000,    7.99000000,       6.660000,     0.050000,       2657.8322,     1958.00,                      0, G8 V            ,   5172.00,    0.943000,  0.905000, 0.3500          , -0.19695       ,     4.430000,   5.5000, 133.1468373, 28.3298154 ,   12.58550000,       5.7297300
         38, 55 Cnc f                     , 55 Cnc                     ,         2,           7,         0,               0, Radial Velocity              ,           2007, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,       260.58000000000,     0.8020000000,   7.59000000,   44.81200000,       0.563000,     0.063000,                ,            ,                      0, G8 V            ,   5198.00,    0.980000,  1.015000, 0.3900          , -0.19695       ,     4.300000,  10.0000, 133.1468373, 28.3298154 ,   12.58550000,       5.7297300
         39, 6 Lyn b                      , 6 Lyn                      ,         1,           1,         0,               0, Radial Velocity              ,           2008, Ground          , Okayama Astrophysical Observatory             , 1.88 m Telescope                                           , HIDES Echelle Spectrograph                ,       919.86000000000,     2.0280000000,  13.40000000,  597.83523357,       1.370000,     0.042000,                ,            ,                      0, K0 IV           ,   4941.00,    4.940000,  1.320000, -0.1700         , 1.11860        ,     3.160000,   2.3530,  97.6960311, 58.1611753 ,   54.65990000,       5.6068600
         40, 61 Vir b                     , 61 Vir                     ,         1,           3,         0,               0, Radial Velocity              ,           2009, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,         4.21500000000,     0.0502010000,   2.11000000,    5.10000000,       2.980000,     0.120000,                ,            ,                      0, G5 V            ,   5577.00,    0.963000,  0.942000, -0.0100         , -0.09500       ,     4.340000,   8.9600, 199.5964550, -18.3157745,    8.50332000,       4.5405200
         41, 61 Vir c                     , 61 Vir                     ,         1,           3,         0,               0, Radial Velocity              ,           2009, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,        38.02100000000,     0.2175000000,   4.46000000,   18.20000000,       1.130000,     0.140000,                ,            ,                      0, G5 V            ,   5577.00,    0.963000,  0.942000, -0.0100         , -0.09500       ,     4.340000,   8.9600, 199.5964550, -18.3157745,    8.50332000,       4.5405200
         42, 61 Vir d                     , 61 Vir                     ,         1,           3,         0,               0, Radial Velocity              ,           2009, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,       123.01000000000,     0.4760000000,   5.11000000,   22.90000000,       0.943000,     0.350000,                ,            ,                      0, G5 V            ,   5577.00,    0.963000,  0.942000, -0.0100         , -0.09500       ,     4.340000,   8.9600, 199.5964550, -18.3157745,    8.50332000,       4.5405200
         43, 7 CMa b                      , 7 CMa                      ,         1,           2,         0,               0, Radial Velocity              ,           2011, Ground          , Anglo-Australian Telescope                    , 3.9 m Anglo-Australian Telescope                           , UCLES Spectrograph                        ,       735.10000000000,     1.7580000000,  13.40000000,  587.98550000,       1.340000,     0.060000,                ,            ,                      0, K1III(+M)       ,   4826.00,    4.870000,  1.340000, 0.2100          , 1.06258        ,     3.190000,   4.3000,  99.1712760, -19.2561808,   19.81010000,       3.6785300
         44, 7 CMa c                      , 7 CMa                      ,         1,           2,         0,               0, Radial Velocity              ,           2019, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,       996.00000000000,     2.1530000000,  13.90000000,  276.51210000,       0.566000,     0.080000,                ,            ,                      0, K1III(+M)       ,   4826.00,    4.870000,  1.340000, 0.2100          , 1.06258        ,     3.190000,   4.3000,  99.1712760, -19.2561808,   19.81010000,       3.6785300
         45, 70 Vir b                     , 70 Vir                     ,         1,           1,         0,               0, Radial Velocity              ,           1996, Ground          , Lick Observatory                              , 3.0 m C. Donald Shane Telescope                            , Hamilton Echelle Spectrograph             ,       116.68800000000,     0.4810000000,  12.60000000, 2380.45000000,       6.540000,     0.398800,                ,            ,                      0, G5V             ,   5495.00,    1.890000,  1.090000, -0.0900         , 0.45130        ,     3.950000,   7.7700, 202.1064898, 13.7763085 ,   17.90110000,       4.7617800
         46, 75 Cet b                     , 75 Cet                     ,         2,           2,         0,               0, Radial Velocity              ,           2012, Ground          , Okayama Astrophysical Observatory             , 1.88 m Telescope                                           , HIDES Echelle Spectrograph                ,       696.62000000000,     1.9120000000,  13.30000000,  787.89662095,       1.840000,     0.093000,                ,            ,                      0, G3 III          ,   4809.00,   10.380000,  1.920000, 0.1000          , 1.71450        ,     2.690000,         ,  38.0391598, -1.0350269 ,   82.96130000,       5.0934300
         47, 75 Cet c                     , 75 Cet                     ,         2,           2,         0,               0, Radial Velocity              ,           2023, Ground          , Okayama Astrophysical Observatory             , 1.88 m Telescope                                           , HIDES Echelle Spectrograph                ,      2051.62000000000,     3.9290000000,  13.90000000,  289.85950718,       0.593000,     0.023000,                ,            ,                      0, G3 III          ,   4809.00,   10.380000,  1.920000, 0.1000          , 1.71450        ,     2.690000,         ,  38.0391598, -1.0350269 ,   82.96130000,       5.0934300
         48, 8 UMi b                      , 8 UMi                      ,         1,           1,         0,               0, Radial Velocity              ,           2015, Ground          , Bohyunsan Optical Astronomical Observatory    , 1.8 m Telescope                                            , BOES Echelle Spectrograph                 ,        93.31000000000,     0.4620000000,  13.50000000,  524.41687155,       1.170000,     0.062000,                ,            ,                      0, K0              ,   4847.00,   10.730000,  1.510000, -0.0300         , 1.72346        ,     2.570000,   1.7000, 224.2016850, 74.9009379 ,  162.55200000,       6.5589600
         49, 81 Cet b                     , 81 Cet                     ,         1,           1,         0,               0, Radial Velocity              ,           2008, Ground          , Okayama Astrophysical Observatory             , 1.88 m Telescope                                           , HIDES Echelle Spectrograph                ,      1005.57000000000,     2.1040000000,  13.10000000, 1051.05854195,       2.570000,     0.037000,                ,            ,                      0, G5 III          ,   4734.00,   11.210000,  1.230000, -0.1100         , 1.76027        ,     2.410000,         ,  39.4243555, -3.3963607 ,  101.26000000,       5.3758800
         50, 91 Aqr b                     , 91 Aqr                     ,         3,           1,         0,               0, Radial Velocity              ,           2013, Ground          , Lick Observatory                              , 0.6 m Coude Auxiliary Telescope                            , Hamilton Echelle Spectrograph             ,       181.40000000000,     0.7000000000,  13.10000000, 1017.00000000,       2.490000,     0.027000,                ,            ,                      0, K0 III          ,   4665.00,   11.000000,  1.400000, -0.0300         , 1.69239        ,     2.520000,   3.5600, 348.9745031, -9.0878076 ,   44.03040000,       3.9531100
         51, AB Aur b                     , AB Aur                     ,         1,           1,         0,               0, Imaging                      ,           2022, Ground          , Subaru Telescope                              , 8.2 m Subaru Telescope                                     , Subaru Coronagraphic Extreme Adaptive Opti,                      ,    93.9000000000,  12.50000000, 2860.45566300,       8.050000,     0.400000,                ,            ,                      0,                 ,   9770.00,    2.958870,  2.400000,                 , 1.77085        ,     3.774110,   0.0030,  73.9410446, 30.5510888 ,  162.12700000,       7.0785400
         52, AB Pic b                     , AB Pic                     ,         1,           1,         0,               0, Imaging                      ,           2005, Ground          , Paranal Observatory                           , 8.2 m ESO VLT UT4 Yepun Telescope                          , NACO Camera                               ,                      ,   260.0000000000,  12.30000000, 4290.50000000,      12.700000,             ,                ,            ,                      0, K2 V            ,   5285.00,    0.999394,  0.900000, 0.0400          , -0.22631       ,     4.530000,   0.0300,  94.8039208, -58.0541184,   50.04750000,       8.8378000
         53, AF Lep b                     , AF Lep                     ,         1,           1,         0,               0, Imaging                      ,           2023, Ground          , Paranal Observatory                           , 8.2 m ESO VLT UT3 Melipal Telescope                        , SPHERE                                    ,      8905.00000000000,     8.9960000000,  13.00000000, 1147.36054927,       2.870000,     0.015000,                ,     1400.00,                      0, F8              ,   6140.00,    1.250000,  1.218000, 0.1900          , 0.29000        ,     4.400000,   0.0240,  81.7699216, -11.9011752,   26.85640000,       6.1864400
         54, AT2021ueyL b                 , AT2021ueyL                 ,         1,           1,         0,               0, Microlensing                 ,           2025, Multiple Locales, Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,      4168.69000000000,     4.0100000000,  13.60000000,  425.89006538,       0.930000,             ,                ,            ,                      0, M V             ,   3680.00,            ,  0.490000,                 ,                ,             ,         , 324.5450417, 26.4665694 , 1040.00000000,        
         55, AU Mic b                     , AU Mic                     ,         1,           4,         0,               0, Transit                      ,           2020, Space           , Transiting Exoplanet Survey Satellite (TESS)  , 0.1 m TESS Telescope                                       , TESS CCD Array                            ,         8.46344600000,     0.0700000000,   4.79000000,    8.99000000,       0.490000,     0.070000,         21.2000,      554.80,                      1, M1 V            ,   3540.00,    0.862000,  0.635000, 0.0100          , -0.97757       ,     4.370000,   0.0190, 311.2911369, -31.3424500,    9.72210000,       7.8403800
         56, AU Mic c                     , AU Mic                     ,         1,           4,         0,               0, Transit                      ,           2021, Space           , Transiting Exoplanet Survey Satellite (TESS)  , 0.1 m TESS Telescope                                       , TESS CCD Array                            ,        18.85902300000,     0.1190000000,   2.79000000,   14.46000000,       3.900000,     0.180000,          7.3000,      424.70,                      1, M1 V            ,   3540.00,    0.862000,  0.635000, 0.0100          , -0.97757       ,     4.370000,   0.0190, 311.2911369, -31.3424500,    9.72210000,       7.8403800
         57, AU Mic d                     , AU Mic                     ,         1,           4,         0,               0, Transit Timing Variations    ,           2023, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,        12.73596000000,                 ,   1.02000000,    1.05300000,       5.450000,     0.003050,                ,            ,                      0, M1 V            ,   3678.00,    0.744000,  0.510000, 0.2300          , -1.03810       ,     4.404000,   0.0201, 311.2911369, -31.3424500,    9.72210000,       7.8403800
         58, AU Mic e                     , AU Mic                     ,         1,           4,         0,               0, Radial Velocity              ,           2025, Ground          , Mauna Kea Observatory                         , 3.58 m Canada-France-Hawaii Telescope (CFHT)               , SPIRou                                    ,        33.11000000000,                 ,   4.87000000,   21.10000000,       1.000000,             ,                ,            ,                      0, M1 V            ,   3665.00,    0.820000,  0.600000, 0.1200          , -0.99000       ,     4.520000,   0.0185, 311.2911369, -31.3424500,    9.72210000,       7.8403800
         59, BD+03 2562 b                 , BD+03 2562                 ,         1,           1,         0,               0, Radial Velocity              ,           2017, Ground          , Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,       481.90000000000,     1.3000000000,  12.70000000, 2034.11200000,       5.460000,     0.200000,                ,            ,                      0,                 ,   4095.00,   32.350000,  1.140000, -0.7100         , 2.70000        ,     1.890000,   5.2000, 177.5647268, 2.7601075  , 1070.63000000,       8.9977000
