internal_id, planet_name                  , star_name                  , num_stars, num_planets, num_moons, is_circumbinary, discovery_method             , discovery_year, discovery_locale, discovery_facility                            , discovery_telescope                                        , discovery_instrument                      , orbital_period       , orbit_radius    , radius_earth, mass_earth   , planet_density, eccentricity, insolation_flux, planet_temp, has_transit_variations, spectral_type   , star_temp, star_radius, star_mass, star_metallicity, star_luminosity, star_gravity, star_age, ra_deg     , dec_deg    , distance_pc  , star_brightness
       2839, Kepler-1513 c                , Kepler-1513                ,         1,           2,         0,               0, Transit Timing Variations    ,           2023, Multiple Locales, Multiple Observatories                        , Multiple Telescopes                                        , Multiple Instruments                      ,       841.40000000000,                 ,  11.00000000,   84.54235626,       0.349000,     0.125000,                ,            ,                      0, G V             ,   5491.00,    0.950000,  0.943000, 0.1700          , -0.12901       ,     4.460000,   7.0000, 289.7917561, 39.2852655 ,  349.24700000,      12.9559000
       2840, Kepler-1514 b                , Kepler-1514                ,         1,           2,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       217.83184000000,     0.7530000000,  12.41957200, 1678.14240000,       4.820000,     0.401000,          3.2300,      387.90,                      0,                 ,   6145.00,    1.289000,  1.196000, 0.1190          , 0.32838        ,     4.295000,   2.9000, 292.6274943, 37.8601653 ,  397.29200000,      11.8292000
       2841, Kepler-1514 c                , Kepler-1514                ,         1,           2,         0,               0, Transit                      ,           2020, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        10.51418100000,     0.0997000000,   1.17582410,    1.74000000,       5.880000,     0.320000,        193.0000,     1066.00,                      0,                 ,   6145.00,    1.289000,  1.196000, 0.1190          , 0.32838        ,     4.295000,   2.9000, 292.6274943, 37.8601653 ,  397.29200000,      11.8292000
       2842, Kepler-1515 b                , Kepler-1515                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       214.31141640000,     0.7523500000,   9.55000000,   66.20000000,       0.418000,     0.000000,          6.0170,      380.00,                      1,                 ,   6511.00,    1.410000,  1.300000, 0.0700          , 0.56587        ,     4.260000,   1.8200, 290.9739057, 48.1782059 ,  539.32100000,      11.9975000
       2843, Kepler-1516 b                , Kepler-1516                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         7.25931979000,     0.0718000000,   1.75000000,    3.71000000,       3.800000,     0.000000,        615.2530,      967.00,                      0,                 ,   5904.00,    1.070000,  1.040000, 0.0300          , 0.44571        ,     4.400000,   4.0700, 291.4945795, 44.5234227 , 1358.95000000,      14.4469000
       2844, Kepler-1517 b                , Kepler-1517                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         5.54608366500,     0.0780000000,   9.76000000,   68.70000000,       0.406000,     0.000000,       1526.9830,     2336.00,                      0,                 ,   7010.00,    1.950000,  1.580000, 0.0100          , 0.87873        ,     4.060000,   1.3800, 287.8072115, 43.1888008 ,  847.29900000,      12.1739000
       2845, Kepler-1518 b                , Kepler-1518                ,         1,           2,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         5.11177904000,     0.0593000000,   3.05000000,    9.53000000,       1.850000,     0.000000,       1079.4580,     1351.00,                      0,                 ,   6846.00,    1.880000,  1.540000, 0.0600          , 0.69092        ,     4.080000,   1.4800, 300.3323404, 44.9861065 ,  903.51000000,      13.2803000
       2846, Kepler-1518 c                , Kepler-1518                ,         1,           2,         0,               0, Transit                      ,           2023, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         9.63102580000,     0.0905000000,   2.90000000,    8.75000000,       1.970000,     0.000000,        338.3300,     1094.00,                      0,                 ,   6432.00,    1.345000,  1.060000, -0.3400         , 0.69092        ,     4.207000,   1.4800, 300.3323404, 44.9861065 ,  903.51000000,      13.2803000
       2847, Kepler-1519 b                , Kepler-1519                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       240.79893970000,     0.7655000000,   7.06000000,   39.60000000,       0.618000,     0.000000,          3.9440,      342.00,                      0,                 ,   5644.00,    0.910000,  0.940000, -0.0700         , 0.32617        ,     4.500000,   3.9800, 296.6679448, 49.4617774 , 1441.63000000,      14.8034000
       2848, Kepler-152 b                 , Kepler-152                 ,         1,           2,         0,               0, Transit                      ,           2014, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        18.20797300000,     0.1240000000,   2.79000000,    8.20000000,       2.070000,     0.000000,         21.0840,      551.00,                      0,                 ,   5088.00,    0.724000,  0.779000, -0.1200         , -0.46488       ,     4.605000,   2.0000, 286.8653826, 41.9889571 ,  441.09000000,      14.2437000
       2849, Kepler-152 c                 , Kepler-152                 ,         1,           2,         0,               0, Transit                      ,           2014, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        88.25505500000,     0.3560000000,   2.39000000,    6.30000000,       2.540000,     0.000000,          2.5700,      326.00,                      0,                 ,   5088.00,    0.724000,  0.779000, -0.1200         , -0.46488       ,     4.605000,   2.0000, 286.8653826, 41.9889571 ,  441.09000000,      14.2437000
       2850, Kepler-1520 b                , Kepler-1520                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         0.65355357200,     0.0129000000,   5.77000000,   28.10000000,       0.804000,     0.000000,       1134.3860,     1437.00,                      1,                 ,   4677.00,    0.710000,  0.760000, 0.0400          , -0.67309       ,     4.610000,   4.4700, 290.9662102, 51.5047656 ,  607.91700000,      15.6932000
       2851, Kepler-1521 b                , Kepler-1521                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        47.14840805000,     0.2347600000,   2.50000000,    6.80000000,       2.390000,     0.000000,          5.1220,      391.00,                      0,                 ,   5042.00,    0.760000,  0.810000, -0.0500         , -0.56910       ,     4.590000,   4.4700, 292.6903779, 37.8350549 ,  206.98300000,      12.8476000
       2852, Kepler-1522 b                , Kepler-1522                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         1.84788917100,     0.0288000000,   1.73000000,    3.64000000,       3.860000,     0.000000,       1513.4570,     1374.00,                      0,                 ,   5706.00,    0.930000,  0.960000, -0.0700         , 0.09172        ,     4.490000,   3.8900, 289.8432347, 52.0702094 ,  814.12500000,      14.1963000
       2853, Kepler-1523 b                , Kepler-1523                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         0.93875077000,     0.0186700000,   1.58000000,    3.12000000,       4.350000,     0.000000,       2218.1450,     1676.00,                      0,                 ,   5708.00,    0.960000,  0.970000, 0.0000          , -0.09894       ,     4.460000,   4.3700, 296.0540705, 45.8270447 ,  865.59600000,      14.8369000
       2854, Kepler-1524 b                , Kepler-1524                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        70.96746030000,     0.3392000000,   3.54000000,   12.30000000,       1.520000,     0.000000,          8.4430,      438.00,                      1,                 ,   6179.00,    1.250000,  1.170000, 0.0400          , -0.00637       ,     4.310000,   2.8800, 293.8853557, 39.5198348 ,  381.77300000,      12.7003000
       2855, Kepler-1525 b                , Kepler-1525                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         2.41660118300,     0.0355700000,   0.91000000,    0.69300000,       5.050000,     0.000000,        715.1060,     1343.00,                      0,                 ,   5748.00,    1.040000,  1.070000, 0.2700          , -0.01120       ,     4.440000,   2.8200, 290.5594479, 49.9428629 ,  382.98900000,      12.6919000
       2856, Kepler-1526 b                , Kepler-1526                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         3.90863200500,     0.0418000000,   2.43000000,    6.48000000,       2.480000,     0.000000,         99.0970,      787.00,                      0,                 ,   4601.00,    0.690000,  0.730000, -0.0100         , -0.70671       ,     4.620000,   4.6800, 285.1197266, 38.8664618 ,  555.57400000,      15.6551000
       2857, Kepler-1527 b                , Kepler-1527                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       160.12991800000,     0.6276000000,   4.77000000,   20.40000000,       1.030000,     0.000000,          7.8130,      450.00,                      1,                 ,   6224.00,    1.320000,  1.210000, 0.0700          , 0.48222        ,     4.270000,   2.8200, 297.4144457, 46.0608077 , 1842.13000000,      15.0782000
       2858, Kepler-1528 b                , Kepler-1528                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         1.79111020500,     0.0296000000,   1.46000000,    2.73000000,       4.820000,     0.000000,       1106.8510,     1549.00,                      0,                 ,   5857.00,    1.030000,  1.030000, 0.0300          , -0.06429       ,     4.430000,   3.8900, 287.4029864, 46.5740084 ,  817.53400000,      14.4764000
       2859, Kepler-1529 b                , Kepler-1529                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         5.33905686000,     0.0525000000,   2.10000000,    5.06000000,       3.000000,     0.000000,        115.7650,      817.00,                      0,                 ,   5048.00,    0.770000,  0.810000, -0.0300         , -0.52049       ,     4.580000,   4.7900, 289.8707469, 41.0407482 ,  661.01400000,      15.3885000
       2860, Kepler-153 b                 , Kepler-153                 ,         1,           2,         0,               0, Transit                      ,           2014, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        18.87022700000,     0.1290000000,   2.92000000,    8.85000000,       1.950000,     0.000000,         21.6090,      621.00,                      0,                 ,   5404.00,    0.892000,  0.756000, -0.2700         , -0.44630       ,     4.446000,  13.8000, 282.4605020, 48.2570293 ,  459.36800000,      14.2493000
       2861, Kepler-153 c                 , Kepler-153                 ,         1,           2,         0,               0, Transit                      ,           2014, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        46.90232000000,     0.2370000000,   2.53000000,    6.94000000,       2.350000,     0.000000,          6.4220,      458.00,                      0,                 ,   5404.00,    0.892000,  0.756000, -0.2700         , -0.44630       ,     4.446000,  13.8000, 282.4605020, 48.2570293 ,  459.36800000,      14.2493000
       2862, Kepler-1530 b                , Kepler-1530                ,         1,           3,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         2.59044340000,     0.0355300000,   1.64000000,    3.33000000,       4.150000,     0.000000,        353.5610,     1484.00,                      0,                 ,   5477.00,    0.880000,  0.920000, 0.0300          , -0.31086       ,     4.520000,   4.2700, 288.1624396, 48.1651530 ,  489.87600000,      14.0055000
       2863, Kepler-1530 c                , Kepler-1530                ,         1,           3,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         5.32274060000,     0.0574400000,   1.65000000,    3.36000000,       4.110000,     0.000000,        135.1790,     1167.00,                      1,                 ,   5477.00,    0.880000,  0.920000, 0.0300          , -0.31086       ,     4.520000,   4.2700, 288.1624396, 48.1651530 ,  489.87600000,      14.0055000
       2864, Kepler-1530 d                , Kepler-1530                ,         1,           3,         0,               0, Transit                      ,           2021, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         9.20761013000,     0.0827600000,   3.27870115,   10.80000000,       1.680000,     0.000000,         69.2000,      972.00,                      0,                 ,   5678.00,    1.303000,  1.015000, 0.2000          , -0.31086       ,     4.215000,   1.1700, 288.1624396, 48.1651530 ,  489.87600000,      14.0055000
       2865, Kepler-1531 b                , Kepler-1531                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         1.13854337600,     0.0220400000,   1.11000000,    1.41000000,       5.670000,     0.000000,       4457.2000,     2537.00,                      0,                 ,   6260.00,    1.270000,  1.160000, -0.0300         , 0.30365        ,     4.290000,   2.8200, 285.1466220, 39.3708055 ,  666.33400000,      13.1712000
       2866, Kepler-1532 b                , Kepler-1532                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         1.09366355900,     0.0206000000,   1.35000000,    2.39000000,       5.340000,     0.000000,       1705.7620,     1681.00,                      0,                 ,   5559.00,    0.880000,  0.910000, -0.1000         , -0.14116       ,     4.510000,   4.2700, 296.9027840, 41.1981424 ,  798.24600000,      14.8028000
       2867, Kepler-1533 b                , Kepler-1533                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       308.54710000000,     0.9341600000,   3.46000000,   11.80000000,       1.570000,     0.000000,          4.7860,      330.00,                      0,                 ,   6431.00,    1.510000,  1.310000, 0.0300          , 0.66241        ,     4.200000,   2.1900, 295.9755645, 44.7133739 ,  966.80100000,      13.1678000
       2868, Kepler-1534 b                , Kepler-1534                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         5.71668872000,     0.0599000000,   1.89000000,    4.23000000,       3.440000,     0.000000,        196.5100,      955.00,                      0,                 ,   5442.00,    0.860000,  0.900000, -0.0100         , -0.23300       ,     4.520000,   4.5700, 292.3953730, 43.8691326 , 1107.00000000,      16.2352000
       2869, Kepler-1535 b                , Kepler-1535                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       138.94420000000,     0.5329000000,   2.55000000,    7.04000000,       2.330000,     0.000000,          5.3840,      384.00,                      0,                 ,   6021.00,    1.110000,  1.080000, 0.0000          , 0.16473        ,     4.380000,   3.4700, 286.6136850, 38.8919507 ,  897.73300000,      14.1798000
       2870, Kepler-1536 b                , Kepler-1536                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       364.75803100000,     0.8507000000,   3.14000000,   10.00000000,       1.770000,     0.000000,          0.1930,      166.00,                      0,                 ,   4434.00,    0.670000,  0.710000, 0.0500          , -0.82240       ,     4.640000,   2.9500, 291.5852554, 45.7158742 ,  387.24800000,      15.1407000
       2871, Kepler-1537 b                , Kepler-1537                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         1.44445379800,     0.0245000000,   1.18000000,    1.76000000,       5.890000,     0.000000,        713.1680,     1800.00,                      0,                 ,   5079.00,    0.770000,  0.810000, -0.0800         , -0.42348       ,     4.580000,   5.0100, 294.3853917, 43.8254461 ,  517.29200000,      14.5457000
       2872, Kepler-1538 b                , Kepler-1538                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       175.13881900000,     0.6095000000,   2.82000000,    8.35000000,       2.050000,     0.000000,          1.9890,      346.00,                      0,                 ,   5837.00,    1.030000,  1.030000, 0.0200          , -0.08496       ,     4.420000,   4.3700, 283.3456110, 45.2743573 , 1125.30000000,      15.2279000
       2873, Kepler-1539 b                , Kepler-1539                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       133.30367410000,     0.4765000000,   2.70000000,    7.75000000,       2.160000,     0.000000,          1.5720,      301.00,                      0,                 ,   5176.00,    0.800000,  0.840000, -0.0100         , -0.42607       ,     4.570000,   4.7900, 284.2194566, 44.2685146 ,  748.32600000,      15.3085000
       2874, Kepler-154 b                 , Kepler-154                 ,         1,           5,         0,               0, Transit                      ,           2014, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        33.04053200000,     0.1980000000,   2.26000000,    5.73000000,       2.730000,     0.000000,         28.1100,      561.00,                      0,                 ,   5690.00,    1.001000,  0.933000, 0.0200          , 0.03322        ,     4.415000,   8.9100, 289.7805393, 49.8965624 ,  915.21200000,      14.5121000
       2875, Kepler-154 c                 , Kepler-154                 ,         1,           5,         0,               0, Transit                      ,           2014, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        62.30327600000,     0.3030000000,   2.95000000,    9.01000000,       1.930000,     0.000000,         12.0710,      454.00,                      0,                 ,   5690.00,    1.001000,  0.933000, 0.0200          , 0.03322        ,     4.415000,   8.9100, 289.7805393, 49.8965624 ,  915.21200000,      14.5121000
       2876, Kepler-154 d                 , Kepler-154                 ,         1,           5,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        20.54981883000,     0.1435400000,   3.84000000,   14.10000000,       1.370000,     0.000000,         53.0020,      657.00,                      0,                 ,   5769.00,    0.980000,  0.980000, -0.0400         , 0.03322        ,     4.450000,   4.4700, 289.7805393, 49.8965624 ,  915.21200000,      14.5121000
       2877, Kepler-154 e                 , Kepler-154                 ,         1,           5,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         3.93276465000,     0.0476600000,   1.50000000,    2.86000000,       4.660000,     0.000000,        480.4050,     1140.00,                      0,                 ,   5769.00,    0.980000,  0.980000, -0.0400         , 0.03322        ,     4.450000,   4.4700, 289.7805393, 49.8965624 ,  915.21200000,      14.5121000
       2878, Kepler-154 f                 , Kepler-154                 ,         1,           5,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         9.91935684000,     0.0883200000,   1.50000000,    2.86000000,       4.660000,     0.000000,        139.8840,      838.00,                      0,                 ,   5769.00,    0.980000,  0.980000, -0.0400         , 0.03322        ,     4.450000,   4.4700, 289.7805393, 49.8965624 ,  915.21200000,      14.5121000
       2879, Kepler-1540 b                , Kepler-1540                ,         2,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       125.41311770000,     0.4426000000,   2.49000000,    6.76000000,       2.410000,     0.000000,          0.8490,      266.00,                      0,                 ,   4540.00,    0.690000,  0.740000, 0.1000          , -0.81759       ,     4.630000,   2.5100, 283.3445555, 41.2017544 ,  244.96000000,      14.0831000
       2880, Kepler-1541 b                , Kepler-1541                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         8.40691199000,     0.0755500000,   1.16000000,    1.65000000,       5.810000,     0.000000,         75.5600,     1048.00,                      0,                 ,   5282.00,    0.810000,  0.860000, -0.0400         , -0.33627       ,     4.560000,   4.4700, 283.7870875, 48.0296019 ,  416.69200000,      13.7908000
       2881, Kepler-1542 b                , Kepler-1542                ,         1,           4,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         3.95116882000,     0.0476500000,   0.76000000,    0.36300000,       4.540000,     0.000000,        518.4370,     1160.00,                      0,                 ,   5564.00,    0.990000,  0.940000, 0.0600          , 0.07026        ,     4.410000,   8.5100, 285.7284757, 42.6544651 ,  399.11400000,      12.5876000
       2882, Kepler-1542 c                , Kepler-1542                ,         1,           4,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         2.89223021000,     0.0387000000,   0.65000000,    0.20800000,       4.160000,     0.000000,        786.0820,     1287.00,                      0,                 ,   5564.00,    0.990000,  0.940000, 0.0600          , 0.07026        ,     4.410000,   8.5100, 285.7284757, 42.6544651 ,  399.11400000,      12.5876000
       2883, Kepler-1542 d                , Kepler-1542                ,         1,           4,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         5.99273738000,     0.0629000000,   0.87000000,    0.59000000,       4.920000,     0.000000,        297.8060,     1010.00,                      0,                 ,   5564.00,    0.990000,  0.940000, 0.0600          , 0.07026        ,     4.410000,   8.5100, 285.7284757, 42.6544651 ,  399.11400000,      12.5876000
       2884, Kepler-1542 e                , Kepler-1542                ,         1,           4,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         5.10115756000,     0.0564900000,   0.76000000,    0.36300000,       4.540000,     0.000000,        369.9990,     1065.00,                      0,                 ,   5564.00,    0.990000,  0.940000, 0.0600          , 0.07026        ,     4.410000,   8.5100, 285.7284757, 42.6544651 ,  399.11400000,      12.5876000
       2885, Kepler-1543 b                , Kepler-1543                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         6.96710269000,     0.0867000000,   2.71000000,    7.80000000,       2.150000,     0.000000,        375.6510,     1774.00,                      0,                 ,   6561.00,    1.650000,  1.390000, 0.0700          , 0.48688        ,     4.140000,   1.9100, 297.1242915, 47.0369876 ,  921.78400000,      13.4193000
       2886, Kepler-1544 b                , Kepler-1544                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       168.81117400000,     0.5446500000,   1.78000000,    3.82000000,       3.720000,     0.000000,          0.8330,      269.00,                      0,                 ,   4886.00,    0.740000,  0.810000, 0.0200          , -0.60600       ,     4.610000,   2.3400, 297.2852168, 49.2124526 ,  335.09000000,      14.0390000
       2887, Kepler-1545 b                , Kepler-1545                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       163.69234900000,     0.5442000000,   2.70000000,    7.75000000,       2.160000,     0.000000,          1.4080,      274.00,                      0,                 ,   5201.00,    0.800000,  0.840000, -0.0600         , -0.27681       ,     4.570000,   4.4700, 298.8988313, 47.4630696 ,  729.96400000,      15.0334000
       2888, Kepler-1546 b                , Kepler-1546                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        19.59749710000,     0.1366000000,   3.13000000,    9.96000000,       1.780000,     0.000000,         36.3020,      671.00,                      0,                 ,   5623.00,    0.930000,  0.950000, 0.0100          , -0.12963       ,     4.480000,   3.7200, 297.5839183, 41.5411993 ,  931.95600000,      15.3680000
       2889, Kepler-1547 b                , Kepler-1547                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         0.69297967600,     0.0155600000,   0.90000000,    0.66600000,       5.020000,     0.000000,       5760.9440,     3186.00,                      0,                 ,   6078.00,    1.180000,  1.120000, 0.0400          , 0.22242        ,     4.340000,   3.3900, 283.7640396, 42.2220992 ,  674.69500000,      13.4085000
       2890, Kepler-1548 b                , Kepler-1548                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       124.82867900000,     0.4679000000,   2.64000000,    7.46000000,       2.230000,     0.000000,          1.9330,      350.00,                      0,                 ,   5706.00,    0.970000,  0.990000, 0.0500          , -0.30667       ,     4.460000,   4.3700, 287.4711817, 46.0805706 ,  872.27900000,      15.2455000
       2891, Kepler-1549 b                , Kepler-1549                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       214.88654500000,     0.6687000000,   2.57000000,    7.13000000,       2.310000,     0.000000,          1.1840,      286.00,                      0,                 ,   5324.00,    0.840000,  0.880000, 0.0200          , -0.27333       ,     4.540000,   4.7900, 286.0524399, 39.0960281 ,  803.05200000,      15.1516000
       2892, Kepler-155 b                 , Kepler-155                 ,         1,           2,         0,               0, Transit                      ,           2014, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         5.93119400000,     0.0560000000,   2.09000000,    5.02000000,       3.020000,     0.000000,         23.5000,      614.00,                      0, M0 V            ,   4508.00,    0.620000,  0.635000, -0.1420         , -1.21000       ,     4.684000,   2.9000, 288.4957831, 51.0819286 ,  293.49900000,      14.2400000
       2893, Kepler-155 c                 , Kepler-155                 ,         1,           2,         0,               0, Transit                      ,           2014, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        52.66179300000,     0.2420000000,   2.24000000,    5.65000000,       2.760000,     0.000000,          1.2800,      286.00,                      0, M0 V            ,   4508.00,    0.620000,  0.635000, -0.1420         , -1.21000       ,     4.684000,   2.9000, 288.4957831, 51.0819286 ,  293.49900000,      14.2400000
       2894, Kepler-1550 b                , Kepler-1550                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       225.58280900000,     0.7681000000,   3.02000000,    9.38000000,       1.870000,     0.000000,          2.3050,      348.00,                      0,                 ,   5991.00,    1.110000,  1.070000, 0.0100          , 0.11945        ,     4.380000,   3.5500, 287.7646113, 38.2947076 , 1179.01000000,      14.8841000
       2895, Kepler-1551 b                , Kepler-1551                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,        24.49736980000,     0.1772000000,   2.66000000,    7.56000000,       2.210000,     0.000000,         60.4210,      722.00,                      0,                 ,   6136.00,    1.220000,  1.140000, 0.0100          , 0.24402        ,     4.320000,   2.8800, 295.7855238, 39.9078956 , 1463.72000000,      15.0975000
       2896, Kepler-1552 b                , Kepler-1552                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       184.77185300000,     0.6011000000,   2.47000000,    6.66000000,       2.430000,     0.000000,          1.8540,      268.00,                      1,                 ,   5202.00,    0.780000,  0.850000, -0.0700         , -0.20141       ,     4.580000,   3.3100, 291.6768669, 38.8749152 ,  769.09600000,      14.9308000
       2897, Kepler-1553 b                , Kepler-1553                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,         4.24261881000,     0.0481000000,   1.15000000,    1.60000000,       5.780000,     0.000000,        166.1060,      926.00,                      0,                 ,   5288.00,    0.810000,  0.850000, -0.0900         , -0.33811       ,     4.560000,   4.5700, 291.9191348, 39.0221769 ,  692.59400000,      14.9914000
       2898, Kepler-1554 b                , Kepler-1554                ,         1,           1,         0,               0, Transit                      ,           2016, Space           , Kepler                                        , 0.95 m Kepler Telescope                                    , Kepler CCD Array                          ,       198.08877400000,     0.5952700000,   2.90000000,    8.75000000,       1.970000,     0.000000,          1.0140,      288.00,                      0,                 ,   5297.00,    0.810000,  0.840000, -0.1000         , -0.39312       ,     4.560000,   4.6800, 286.5760160, 41.7415762 ,  946.84700000,      15.7147000
